 79 21.39   3   2   2   3   4   3   4   3   3   1   4   4
 80 18.62 999   2   2   4   2   4   1   4   1   1   2   1
 81 20.86   6 999   2   2   5   3   3   5   1   3   3   3
 82 19.79   3   2   3   2   3   3   2   4   2   1   4   3
 83 21.14   3   2   2   3   3   2   2   2   2   2   2   2
 84 18.83   2   1   1   2   2   2   1   2   1   2   2   1
 85 21.55   3   2   1   2   3   2   2   2   2   1   2   1
 86 19.18   1   1   1   1   1   1   1   3   1 999   1   1
 87 21.51   4   2   2   3   3   2   3   5   2   2   3   4
 88 17.39   3   2   1   1   1   2   3   2   2   2   2   2
 89 19.71   4   3   3   3   3   2   3   6   3   2   3   3
 90 21.02   5   2   3   3   4   3   4   2   2   2   2   4
 91 19.57   2   1   1   2   1   2   2   2   1   1   1   2
 92 20.36   1 999   1   1   2   1   1   4   3   1   1   2
 93 18.97   1   2   1   1   3   2   3   5   1   2   4   6
 94 23.05   2 999   1   2   5 999   1   3   1   1   3   3
 95 19.36   6   3   1   6   5   3   2   3   1   3   3   4
 96 19.50   2   3   3   5   5   4   4   4   3   3   5   5
 97 22.91   3   1   3   3   5   3   1   3   5   4   2   2
 98 20.56   2   2   2   2   4   3   1   2   2   2   3   3
 99 23.45   3   1   1 999   3   2   1   5   2   2   2   1
100 18.36   2   1   2   2   2   3   1   2   1   1   1   2
101 20.32   2   1   3   3   3   1   2   3   1   1   3   2
102 21.51   4   3   3   3   4   4   2   2   1   2   3   3
103 22.94   4   1   2   2   2   2   1   2   2   2   3   2
104 22.58   2   2   2   2   3   2   2   3   1   2   3   3
105 22.21   2   1   2   2   4   1   2   1   1   1   1 999
106 21.22   2   2   2   3   4   2   2   3   1   1   4   4
107 23.55   2   2   2   2   3   2   1   3   2 999   3   2
108 22.18   1 999   1   1   2   1   1   3   3   1   3   2
109 21.97   2   2   1   1   2   1   1   1   1   1   1   1
110 22.26   1   1   1   2   1   1   1   1   2   1   1   2
111 21.92   2   2   3   4   5   3   3   5   2   2   3   3
112 20.22   6   1   3   2   5   1   1   3   1   1   1 999
113 22.51   6 999   3   4   5   3   2   5   2   5   2   3
114 22.11   1   2   1   3   2   2   1   2   2   2   2 999
115 23.85   1   1   1 999   2   2   1 999   1   1   2   2
116 999.0   6   3   4   6   6   5   3   5   3   3   4   4
117 22.40   6   3   3   3   6   5   5   5   2   2   4 999
118 26.76   5   2   2   4   3   2   4   5   2   3   3   3
119 20.41   1   1   2 999   1   2   1   2   2   3   2   2
120 19.09   2   1   3   2   3   3   1   2   1   1   2   2
121 22.32   4   3   3   3   5   3   3   5   2   3   2   3
122 20.67   5   1   1   3   4   5   2 999   2   2   3   3
123 26.71 999 999   3   3   5   3   3   4   3   2   3   3
124 23.52   2   2   3 999   5   3   3   3   2   2   2   2
125 23.22   4   2   3   3   5   3   3   3   1 999   2   3
126 21.41   3   4   2   3   3   2   2   3   4   3   1   2
127 21.80   5   3   3   4   5   3   4   5   5   3   5   4
128 20.25   2   2   2   3   3   3   1   1   1   1   3   1
129 23.73 999   2   3   4   6   4   3   3   3 999   2   3
130 23.05   2   2   1   2   4 999   1   3   3   2   4   3
131 999.0   4   2   3 999   4 999   3   3   3   3   3   3
132 21.69   6   2   3   4   5   4   5   4   1   1   5   3
133 24.18   4   2   2   3   5   2   2 999   2   2   3   3
134 23.87   1   1   2   2   3   2   1   2   2   3   4   3
135 24.22   3   2   2   3   2   3   2   2   2 999   4   4
136 25.29   6   1   2   2   3   3   1   3   3   1   5   4
137 22.76   2   1   1   2   1   2   1   2   1   2   2   2
138 21.80   2   1   1   2   1   1   1   1   1   1   1   1
139 25.44   2   3   1   3   3   3   3   4   1   1   3 999
140 24.81 999   1   3   3   3   3   2   1   1   1   2   2
141 24.64   6   5   5   6   5   5   5   6   5 999   6   6
142 21.83   1   1   1   2   2   2   1   1   1   1   2   2
143 27.26   2   2   2 999   1   2   1   2   2   2   2   2
144 999.0   6   1   4   4   6   4   4   3   2   1   3   2
145 23.52   2 999   2   1   1   1   2   2   1   1   2   2
146 23.74   3   2   3   2   3   3   3   3   2   2   3 999
147 26.89   5   2   2   2   1   2   1   1   1   1   3   2
148 24.79   4   3   5   4   6   3   3   6   3   3   4   4
149 21.26   6   3   3   3   6   5   5   6   5   5   3   3
150 19.70   3   3   3   3   6   3   3   5   4   3   3   3
151 20.63   4   2   2   3   4   3   3   3   2   2   3   3
152 19.99   3 999   4   2   1   3   2   3   1   2   2   3
153 20.88   1   1   1   1   3   2   1   1   1   1   3   1
154 22.57   1 999   1   1   2 999   1   1   1   2   2   2
155 23.07   6   2   3   3   4   3   3   4   2   2   2   3
156 23.32   2   1   2   3   4   2   2   3   3 999   4 999
157 999.0   3   1   1   1   1   1   1   3   1   1   1   2
158 25.29   5   2   3   5   3   2   2   4   2   2   3   3
159 23.48   5   3   3   2   3   2   2   3   2   2   3 999
160 22.77   3   5   1   1   1 999   1   1   1   1   1 999
161 23.01   1 999   1   1   1   2   2   1   1   1   1   3
162 22.06   3   1   1   1   1   2   1   1   1   1   1   1
163 999.0   4 999   2   4   5   3   2   4   2   1   2   2
164 25.98   5   3   3   3   6 999   5   4   3   3   5   5
165 22.86 999 999   1   1   1   1   1   2   2   1   1   1
166 26.31   3   2   3 999   5 999   1   2   1   2   2   3
167 24.17   2   1   3   3   1   3   3   1   1   1   2 999
168 23.89   5   2   2   5   5   5   2   5   2   3   3   4
169 21.73   5   2   3   2   3   1   2   3   1   5   6   2
170 23.66   3   3   5   6   5   4   4   6   2   2   5   5
171 18.83   1   2   1   1   3   2   1   2   1   1   2   1
172 18.78   5   3   1   2   3   2   1   2   1   2   2   2
173 23.45   3   2   2   2   3   2   2   2   1   2   3   3
174 19.80   2   1   1   1   3   2   1   4   2   1   2   3
175 21.20   3   1   2   3   3   2   2   1   2   2   2   2
176 19.09   1   1   2   1   3   3   1   4   1   1   2   2
177 21.41   4 999   2   3   3   3   1   1   2   2   1   2
178 20.46   2   3   2   3   3   2   2   3   1   2   3 999
179 21.28   2   1   2   2   3   2   2   3   2   1   2   2
180 23.24 999   1   2   3   4   2   1   2   2   1   2   2
181 22.01   4   2   2   5   6   5   3   5   3   2   2   3
182 999.0   4   1   2   3   4   3   1   5   1   1   3   3
183 22.51   2   2   2   2   3   2   2   3   2   2   3   3
184 21.64 999   3   2   3   4   2   3   3   2   2   2   3
185 23.96   3   2   3   2   4   2   2   2   2 999   2   2
186 20.96   1   1   1   1   2   2   1   1   1   1   1   1
187 22.87   2   3   3   4   3 999   2   1   2   1   1   2
188 21.50   1 999   2   1   2   1   1   1   2   2   3   2
189 20.59   4   1   4   2   2   1   1   1   1   1   1   1
190 25.30   3   2   4   4   3   3   3   6   5   3   2   3
191 19.82   3   1   1   1   1   1   1   1   1   1   1   1
192 22.74   4   3   3   2   5   3   2   5   4   4   4   5
193 23.75   5   2   4   4   5   6   4   6   4   3   3 999
194 22.04   4   4   2   3   2   3   4   4   2   3   2   3
195 20.41   1   1   2   1   1   1   1   1   1   1   2   1
196 22.06 999   1   1   2   3   2   1   1   1   2   1   2
197 22.61   1   1   1   1   1   2   1   1   3   3   1   3
198 999.0   3   3   3   2   4   3   2   4   4   3   4   3
199 18.24   6   1   1   3   3   5   1   5   2   2   2 999
200 22.91   4   1   2   3   5   3   2   4   2   3   3   3
